"","indicatorName","year1960","year1961","year1962","year1963","year1964","year1965","year1966","year1967","year1968","year1969","year1970","year1971"
"540","Exportaciones de materias primas para la actividad agrícola (% de mercaderías  importadas)",NA,NA,1.44541847815538,1.83222716957636,3.0740666861287,3.55349881129802,3.53211613004092,3.98898347044389,3.28045437262887,3.70357500788318,3.07786784431549,3.13992271943734
"541","Mercaderías importadas desde economías en desarrollo de América Latina y el Caribe (% del total de mercaderías importadas)",2.47524752475248,2.30923694779116,5.29661016949153,12.8650355169692,8.45360824742268,10.7987181812685,5.62830232023892,12.6225375781906,7.03381869422264,11.5220895152292,11.4957639497517,13.5543051403786
"542","Tasa arancelaria, aplicada, promedio ponderado, productos primarios (%)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"543","Tasa arancelaria, aplicada, promedio ponderado, productos manufacturados (%)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"544","Turismo internacional, recibos (US$ a precios actuales)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"545","Población, hombres (% del total)",49.9915486596923,50.0153609962483,50.0385095714583,50.0611336735104,50.0835713982828,50.1060454082586,50.128485951184,50.1506201514277,50.1716717358355,50.1905054951616,50.2066522500257,50.2198747291082
"546","Población de 70 a 74 años, varones (% de la población masculina)",1.25422363297372,1.24103539814681,1.22624663975842,1.21145289989469,1.19783739374039,1.18593321309463,1.16453962076353,1.14399717972544,1.12638204249868,1.11297553326135,1.10451131027195,1.09111006496683
"547","Población de 45 a 49 años, varones (% de la población masculina)",3.86119848818703,3.80566223202438,3.72299599949968,3.63028204402707,3.55106125359196,3.49629750288386,3.44861856856947,3.42151951257737,3.40974601052719,3.40570783547348,3.40505967714941,3.39970683170106
"548","Población entre 15 y 64 años de edad, mujeres (% del total)",51.9378244909258,51.7054233704422,51.3975890075726,51.0901609163777,50.8970698876416,50.8621483709285,50.786178119664,50.8601791291196,51.0411503795083,51.2627990299862,51.4904810986898,51.6077626372439
"549","Madres adolescentes (% de las mujeres entre 15 y 19 años que tuvieron hijos o se encuentran embarazadas en la actualidad)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"550","Tasa de mortalidad en un año (por cada 1.000 personas)",15.676,15.259,14.856,14.467,14.089,13.719,13.353,12.988,12.622,12.255,11.887,11.52
"551","Niños que trabajan, trabajadores con salario, varones (% de niños que trabajan, de 7 a 14 años)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"552","Personas desempleadas con educación básica, mujeres",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"553","Fuerza laboral con educación intermedia, varones (% de la fuerza laboral masculina)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"554","Tasa de participación en la fuerza laboral, total (% del total de la población entre 15-64 años) (estimación modelado OIT)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"555","Niños económicamente activos, que estudian y trabajan (% para cada edad de niños entre los 7 y 14 años)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"556","Niños que trabajan, independientes, mujeres (% de niñas que trabajan, de 7 a 14 años)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"557","Niños que trabajan, trabajadores familiares sin salario, mujeres (% de niñas que trabajan, de 7 a 14 años)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"558","Independientes, mujeres (% del empleo femenino)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"559","Tasa de crecimiento promedio anualizada en el consumo medio o ingresos reales per cápita según encuestas, población total (%)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"560","Multidimensional poverty headcount ratio (% of total population)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"561","Domestic private health expenditure (% of current health expenditure)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"562","UHC service coverage index",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"563","Prevalencia de emaciación grave, peso en relación con estatura (% de niños menores de 5 años)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"564","People using safely managed sanitation services, rural (% of rural population)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"565","Prevalencia de desnutrición, peso para edad, mujeres (% de niños menores a 5)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"566","Mortality rate attributed to household and ambient air pollution, age-standardized, female (per 100,000 female population)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"567","Enfermeras y parteras (por cada 1.000 personas)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"568","Prevalencia de VIH, mujeres (% entre 15 y 24 años de edad)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"569","Prevalencia de VIH, total (% de la población entre 15 y 24 años de edad)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"570","Uso de preservativos, población entre 15-24 años, hombres (% de hombres entre 15-24 años)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"571","Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"572","Gasto corriente en educación, nivel primario (% del gasto total en instituciones de educación de nivel primario)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"573","Nivel de instrucción, al menos nivel de licenciatura o equivalente, población de más de 25 años, varones (%) (acumulativo)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"574","Maestros capacitados en educación de nivel secundario, mujeres (% de maestras mujeres)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"575","Educación de nivel secundario, alumnos en programas de educación general (% de mujeres)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.29421
"576","Tasa de finalización del ciclo inferior de la educación secundaria, mujeres (% del grupo etario pertinente)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.7268199920654
"577","Repetidores, escuela primaria, total (% del total de inscriptos)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.38537
"578","Inscripción escolar, nivel primario, varones (% neto)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.93399
"579","Tasa de finalización de la educación de nivel primario, total (% del grupo etario correspondiente)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.7048110961914
"580","Educación obligatoria, duración (años)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"581","Idoneidad de los programas de seguro social (% del bienestar total de los hogares beneficiarios)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"582","Idoneidad de los beneficios por desempleo y programas activos del mercado laboral (ALMP) (% del bienestar total de los hogares beneficiarios)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"583","Ingreso neto del extranjero (UMN a precios constantes)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"584","INB (moneda local constante)",8144836587.23283,8531928725.28127,8953954829.19741,9201811719.73827,9898335690.58886,10200569410.4764,10166022334.4875,10642017814.218,10835403459.4746,11360287493.9079,12125129452.6802,12849784159.1335
"585","Crecimiento del PIB per cápita (% anual)",NA,2.18927109710097,1.97330885078905,-0.777644496372545,4.3526087705753,0.318554416287853,-3.20867023242528,1.59930019918406,-1.03541036397527,1.6526079915965,3.80791129064821,3.26342707101918
"586","Internally displaced persons, new displacement associated with conflict and violence (number of cases)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"587","Mercaderías exportadas hacia economías en desarrollo en Europa y Asia central (% del total de mercaderías exportadas)",NA,NA,NA,NA,NA,0.0151549594604834,0.0071571714858288,0.132835726484914,0.363748142835186,1.18079244292837,0.152163575844032,0.364441574018545
"588","Índice de términos netos de intercambio (2000 = 100)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"589","Mercaderías importadas desde economías de ingreso alto (% del total de mercaderías importadas)",88.019801980198,86.2449799196787,83.0508474576271,81.0576164167324,84.192439862543,83.3363564907189,89.3062255915461,82.4992997852675,89.1576640050102,83.0846799189982,84.103856266433,82.2724342066702
"590","Participación de líneas arancelarias con máximos internacionales, productos primarios (%)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"591","Participación de líneas arancelarias con máximos internacionales, productos manufacturados (%)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"592","Población urbana (% del total)",33.878,34.466,35.06,35.606,36.122,36.64,37.162,37.686,38.215,38.744,39.278,39.813
"593","Población, total",4543666,4674172,4809201,4948986,5093854,5243977,5399422,5560012,5725459,5895367,6069376,6247418
"594","Población de 65 años de edad y más, hombres (% del total)",4.20802616836419,4.19388948441402,4.16135974624852,4.11754330235748,4.0698013978624,4.02184391473277,3.99305561969801,3.96136682899503,3.9270546133066,3.88885790906464,3.8477896318952,3.82782561745266
"595","Población de 35 a 39 años, varones (% de la población masculina)",4.9483478578614,4.94523497672604,4.93914477306604,4.93158282008508,4.92611069147975,4.92317751396643,4.90998278683346,4.9007291327835,4.89424067730526,4.88834589706024,4.88279519432403,4.86857626598951
"596","Población de 10 a 14 años, varones (% de la población masculina)",11.1118693166685,11.3431140137377,11.6757097283175,12.0629855407886,12.410605127586,12.630925146648,12.7128046525427,12.7136499639038,12.6634082490879,12.6078309109927,12.5746661722285,12.5461242851274
"597","Tasa de fertilidad deseada (nacimientos por cada mujer)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"598","Tasa de fertilidad en adolescentes (nacimientos por cada 1.000 mujeres entre 15 y 19 años de edad)",131.1764,130.6982,130.22,129.2536,128.2872,127.3208,126.3544,125.388,123.242,121.096,118.95,116.804
"599","Desempleo, varones (% de la población activa masculina) (estimación modelado OIT)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"600","Desempleo, total de jóvenes (% de la población activa total entre 15 y 24 años de edad) (estimación modelado OIT)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"601","Tasa de población activa, varones (% de la población masculina mayor de 15 años) (estimación modelado OIT)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"602","Tasa de participación en la fuerza laboral, de 15 a 24 años, total (%) (estimación nacional)",NA,NA,52.689998626709,NA,NA,NA,NA,NA,NA,NA,NA,NA
"603","Niños económicamente activos, que estudian y trabajan, mujeres (% para cada edad de niñas entre los 7 y 14 años)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"604","Empleo informal (% del total del empleo no agrícola)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"605","Empleo vulnerable, total (% del total de empleo)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"606","Relación empleo y población, edades entre 15 y 24 años, total (%) (estimación modelado OIT)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"607","Costo promedio por transacción de envío de remesas desde un país específico (%)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"608","Brecha de pobreza a $1,90 por día (2011 PPA) (%)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"609","Domestic general government health expenditure per capita, PPP (current international $)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"610","Number of people spending more than 10% of household consumption or income on out-of-pocket health care expenditure",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"611","Prevalencia de desnutrición, varones (% de niños menores a 5)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"612","Prevalencia de sobrepeso (% de niños menores de cinco años)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"613","Prevalencia de la mutilación genital femenina (%)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"614","Prevalencia del hábito de fumar, varones (% de adultos)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"615","Inmunización con vacuna DPT (% de niños entre 12 y 23 meses de edad)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"616","People using safely managed drinking water services, rural (% of rural population)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"617","Probability of dying among adolescents ages 10-14 years (per 1,000)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"618","Prevalencia de anemia entre mujeres en edad fértil (% de mujeres de entre 15 y 49 años)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"619","Mujeres que participan en las tres decisiones (propia atención de la salud, compras principales para el hogar y visitas a familiares) (% de mujeres de 15 a 49 años)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"620","Inscripción escolar, nivel terciario (% bruto)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.08048009872437
"621","Adolescentes que no asisten a la escuela, mujeres (% de mujeres en edad de asistir al ciclo inferior de la escuela secundaria)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"622","Inscripción escolar, nivel secundario, sector privado (% del total del nivel secundario)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"623","Educación de nivel secundario, duración (años)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6
"624","Niños que no asisten a la escuela, nivel primario, varones",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,102807
"625","Perseverancia en la escuela hasta el último grado del nivel primario, varones (% de la cohorte)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.6025886535645
"626","Tasa bruta de ingreso en primer grado, varones (% del grupo etario correspondiente)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,132.3763
"627","Maestros capacitados en educación de nivel preescolar (% del total de docentes)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"628","Tasa de alfabetización, total de jóvenes (% de personas entre 15 y 24 años)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"629","Cobertura de los programas de medidas de protección social en el segundo quintil (% de la población)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"630","Factor de conversión  de PPA, consumo del sector privado (UMN por $ a precios internacionales)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"631","Ahorro bruto (% del INB)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"632","INB (UMN a precios actuales)",1702108407.49622,1581445598.75671,1493637582.39083,1805659809.68825,2224136957.1958,2360904000,2402945000,2527472000,2553843000,3082675000,2831932000,2717200000
"633","Renta del gas natural (% del PIB)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"634","Discrepancia en la estimación del PIB por el método del gasto (UMN a precios actuales)",7118537.42607313,3816767.86527914,16042508.896978,18364722.9231243,-1821423.52220786,0,0,0,0,0,0,0
"635","Ingreso nacional neto ajustado (US$ a precios actuales)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2748306920.81058,2638182119.56085
"636","Ahorro ajustado: daño por emisión de dióxido de carbono (US$ actuales)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7104136.52563571,7582866.43029878
"637","Industria, valor agregado (% del PIB)",22.0207609338841,21.6682342616173,21.6932805067327,22.1594133753454,23.7626962521825,23.8235905551942,25.3221286208196,24.6319110223745,25.0430559683031,25.6604756202432,27.4613684373877,28.3562788332304
"638","Agricultura, valor agregado (UMN: Unidades de moneda nacional, a precios constantes)",1149745030.29376,1211485755.20196,1315660659.11873,1323503943.39045,1330140568.54345,1314454000,1321617000,1364857000,1324093000,1370439000,1426612000,1415342000
"639","Importaciones de bienes y servicios (US$ a precios actuales)",214480876.283951,178045025.368732,163881310.72401,181649533.059066,227656539.802333,245638749.390908,270002428.364061,307238277.740818,359393278.762107,376645548.810278,372412519.665427,459682353.332894
"640","Formación bruta de capital fijo, sector privado (% del PIB)",NA,NA,NA,NA,NA,7.79373352825596,8.78361877070768,9.6024403966193,10.8005484816984,10.0682649264227,12.6151117809315,16.0035598823059
"641","Final consumption expenditure (annual % growth)",NA,5.87420078588568,6.24665026715678,2.08863552785412,9.10863647121187,3.0727539079511,0.779179824146922,3.73335779347985,5.01961738030585,5.91689557858663,7.80763034799008,4.55504683392776
"642","Gasto de consumo final del gobierno general (UMN a precios constantes)",891999187.5,974337574.038462,1006508036.53846,981086622.115385,1101219677.88462,1169835000,1183997000,1255248000,1336105000,1448806000,1498394000,1514325000
"643","PIB per cápita (UMN actual)",379.36936990884,343.788289938134,315.536922326771,368.453256826398,440.348537118614,454.97987500708,449.704616531177,459.058721455997,450.783596564048,527.647388194832,471.404638631714,440.646039691918
"644","Valor agregado bruto al costo de los factores (US$ a precios actuales)",2000096646.5053,1698364516.87815,1473091968.54708,1755897188.12328,2148162992.55834,2296816001.71858,2327211572.13922,2429932812.59304,2453597156.33286,2977020064.33804,2723475525.22777,2618552229.19659
"645","Ingreso nacional neto ajustado (% de crecimiento anual)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.63384429783737
"646","Ahorro ajustado: agotamiento neto de recursos forestales (US$ a precios actuales)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9567212.73922751,11124091.4153508
"647","Alimentos, bebidas y tabaco (% del valor agregado en la industrialización)",NA,NA,NA,51.8272388991297,41.8936540649132,35.8333375,24.3361679356513,25.973227268649,40.2134670161051,65.6956090699457,63.155009449624,31.413958092724
"648","Financial intermediary services indirectly Measured (FISIM) (current LCU)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"649","Importaciones de bienes y servicios (US$ a precios constantes de 2010)",1658336063.72798,1646778013.22001,1829590558.57846,1761870149.96839,1934589749.81284,2025589048.88263,2091157195.80671,2520793093.55541,2835255431.98796,2835910650.66334,2927079823.19184,3523845198.30582
"650","Formación bruta de capital fijo (UMN a precios actuales)",206829848.322778,195609485.544814,165546580.988738,200210776.949895,241139276.319876,254420000,273737000,342052000,384334000,442828000,450556000,512330000
"651","Final consumption expenditure (% of GDP)",74.9891308660155,75.5315485769563,75.763997647755,75.7962343394254,76.6884451851,76.9459290901897,78.2462332356593,79.0202995488118,84.5183330278894,81.1153849244939,84.0088817992319,83.7108503759672
"652","Gasto de consumo final de los hogares (US$ a precios actuales)",1368324229.56005,1157966150.62684,1009286338.82042,1221414143.78865,1514286137.22993,1611551513.33343,1678521616.1219,1826797693.74247,1996565073.4336,2268128249.9579,2127285735.69026,2071127815.8298
"653","Índice de desempeño logístico: frecuencia de arribo de embarques al destinatario dentro del plazo previsto (1= baja a 5= alta)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"654","Suscripciones a telefonía celular móvil",0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA
"655","Calificación de comercio de la CPIA (1=bajo a 6=alto)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"656","Calificación de políticas e instituciones para la sostenibilidad ambiental de la CPIA (1=bajo a 6=alto)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"657","Public private partnerships investment in ICT (current US$)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"658","Procedimientos de inicio para inscribir una empresa, varones (número)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"659","Costo para importar, cumplimiento documental (USD)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"660","Incidencia de sobornos (% de empresas que experimentan al menos una solicitud de pago de soborno)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"661","Densidad de nuevas empresas (registros nuevos por cada 1.000 personas entre 15 y 64 años)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
